1667,大寮國小至誠樓二年忠班,梁智雄,281,陳忠慶,427,,,708,17,725,0,725,425,1150,0.6304
1670,大寮國小至誠樓五年孝班,梁智雄,211,陳忠慶,667,,,878,21,899,0,899,466,1365,0.6586
